"user_agent","model_device","counts"
"Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 625) like Gecko","lumia 625) like",196
"Mozilla/5.0 (Linux; Android 6.0.1; Le X820 Build/FEXCNFN5801607221S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","le x820",195
"Mozilla/5.0 (Linux; Android 5.1; A-204 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.2311.137 Mobile Safari/537.36","a-204",194
"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537","lumia 430 dual sim)",194
"Mozilla/5.0 (Linux; Android 4.1.1; HTC One S Build/JRO03C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","htc one s",193
"Mozilla/5.0 (Linux; Android 5.1; S803Upgrade Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","s803upgrade",193
"Mozilla/5.0 (Linux; Android 4.4.2; T200 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","t200",193
"Mozilla/5.0 (Linux; Android 5.0.2; HTC_One_max Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36","htc_one_max",192
"Mozilla/5.0 (Linux; Android 5.1; Sapphire2 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36","sapphire2",192
"Mozilla/5.0 (Linux; Android 5.0.1; Lady Top Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","lady top",191
"Mozilla/5.0 (Linux; Android 4.4.2; A55mini Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","a55mini",190
"Mozilla/5.0 (Linux; Android 6.0.1; ASUS_X009D Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/92.0.0.16.72;]","asus x009d",190
"Mozilla/5.0 (Linux; Android 5.1; Herricane-N5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","herricane-n5",190
"Mozilla/5.0 (Linux; Android 4.0.3; LG-P880 Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36","lg p880",190
"Mozilla/5.0 (Linux; Android 5.1; S808 Touch Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","s808 touch",190
"Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG SM-G906L Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36","sm-g906l",190
"Mozilla/5.0 (Linux; Android 5.1; V662 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","v662",190
"Mozilla/5.0 (Linux; Android 4.4.2; A88 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","a88",189
"Mozilla/5.0 (Linux; Android 4.4.2; AD-558 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","ad-558",188
"Mozilla/5.0 (Linux; Android 4.4.2; AU451 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","au451",188
"Mozilla/5.0 (Linux; Android 4.4.2; S510+ Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","s510+",188
"Mozilla/5.0 (Linux; Android 5.1; S810 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","s810",187
"Mozilla/5.0 (Linux; Android 5.0.2; SM-T815Y Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Safari/537.36 [FB_IAB/FB4A;FBAV/91.0.0.17.68;]","sm-t815y",187
"Mozilla/5.0 (Linux; Android 4.4.4; SAMSUNG-SGH-I337 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/90.0.0.20.70;]","samsungsgh-i337",185
"Mozilla/5.0 (Linux; Android 5.0.1; SHV-E330L Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","shv-e330l",185
"Mozilla/5.0 (Linux; Android 4.4.4; GT-I9060I Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","gt-i9060i",183
"Mozilla/5.0 (Linux; Android 6.0; LG-H815 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/92.0.0.16.72;]","lg h815",183
"Mozilla/5.0 (Linux; Android 4.4.2; Tornado pro Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","tornado pro",182
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; Lenovo A889 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","lenovo a889",181
"Mozilla/5.0 (Linux; Android 5.1; Modern S7 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","modern s7",181
"Mozilla/5.0 (Linux; Android 5.1; Clever Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","clever",179
"Mozilla/5.0 (Linux; U; Android 4.4.2;  zh-cn; I-405_Quad_core; Android/4.4.2; Release/08.04.2015)  AppleWebKit/534.30 (KHTML, like Gecko) Mobile Safari/534.30","i-405_quad_core",179
"Mozilla/5.0 (Linux; Android 5.0.1; LG-F320S Build/LRX21Y; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/90.0.0.20.70;]","lg f320s",179
"Mozilla/5.0 (Linux; Android 5.1; LION Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","lion",179
"Mozilla/5.0 (Linux; Android 4.4.2; ALCATEL ONETOUCH 4031D Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","alcatel onetouch 4031d",178
"Mozilla/5.0 (Linux; Android 4.4.2; A452 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","a452",177
"Mozilla/5.0 (Linux; Android 5.1; Herricane-S7 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","herricane-s7",177
"Mozilla/5.0 (Linux; Android 6.0; Lenovo K50a40 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.2704.81 Mobile Safari/537.36","lenovo k50a40",177
"Mozilla/5.0 (Linux; Android 6.0.1; SM-N920I Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","sm-n920i",176
"Mozilla/5.0 (Linux; Android 4.2.2; ALCATEL ONE TOUCH 7040D Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.89 Mobile Safari/537.36","alcatel one touch 7040d",175
"Mozilla/5.0 (Linux; Android 6.0.1; SM-G925S Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","sm-g925s",175
"Mozilla/5.0 (Linux; Android 5.1; best6580_weg_l Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.97 Mobile Safari/537.36","best6580_weg_l",174
"Mozilla/5.0 (Linux; Android 5.1; G1 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","g1",174
"Mozilla/5.0 (Linux; Android 6.0.1; ONE A2001 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","one a2001",174
"Mozilla/5.0 (Linux; U; Android 4.1.2; th-th; SHV-E160K Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 [FB_IAB/FB4A;FBAV/89.0.0.6.70;]","shv-e160k",173
"Mozilla/5.0 (Linux; Android 4.4.2; 705 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36","705",172
"Mozilla/5.0 (Linux; Android 6.0; HTC_M9u Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","htc_m9u",172
"Mozilla/5.0 (Linux; Android 4.4.2; V625 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","v625",172
"Mozilla/5.0 (Linux; Android 5.1; Fast+ Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/85.0.0.15.70;]","fast+",171
"Mozilla/5.0 (Linux; Android 5.1.1; SM-G531H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","sm-g531h",171
"Mozilla/5.0 (Linux; U; Android 4.1.2; th-th; GT-P6800 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30 [FB_IAB/FB4A;FBAV/93.0.0.13.69;]","gt-p6800",170
"Mozilla/5.0 (Linux; Android 6.0; LG-F460L Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","lg f460l",170
"Mozilla/5.0 (Linux; Android 5.1; N9 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","n9",170
"Mozilla/5.0 (Linux; Android 4.4.2; LG-D295 Build/KOT49I.A1445950529) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.135 Mobile Safari/537.36","lg d295",169
"Mozilla/5.0 (Linux; Android 5.1; MP10-30A 7 PRO Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","mp10-30a 7 pro",169
"Mozilla/5.0 (Linux; Android 6.0.1; D5803 Build/23.5.A.1.291) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","d5803",168
"Mozilla/5.0 (Linux; Android 5.0; ASUS_Z00XS Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","asus z00xs",167
"Mozilla/5.0 (Linux; Android 5.1; I458 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.2704.81 Mobile Safari/537.36","i458",167
"Mozilla/5.0 (Linux; Android 5.1; MZ-m2 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.2454.94 Mobile Safari/537.36","mz-m2",167
"Mozilla/5.0 (Linux; Android 4.4.3; S803_Touch Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","s803_touch",167
"Mozilla/5.0 (Linux; Android 5.1.1; SM-G800F Build/LMY47X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 bdbrowser/6.4.0.4","sm-g800f",167
"Mozilla/5.0 (Linux; Android 5.1.1; SM-N920S Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","sm-n920s",167
"Mozilla/5.0 (Linux; Android 4.4.2; X-CITE 5.0"""""""" Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","x-cite 5.0""""""""",167
"Mozilla/5.0 (Linux; Android 5.1; N4 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","n4",166
"Mozilla/5.0 (Linux; Android 5.0; P8_PLUS Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","p8_plus",166
"Mozilla/5.0 (Linux; Android 4.4.3; AD-556 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36[FBAN/EMA;FBLC/th_TH;FBAV/15.0.0.18.141;]","ad-556",165
"Mozilla/5.0 (Linux; Android 4.3; HTC Butterfly Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","htc butterfly",164
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; INNOCENT I451 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","innocent i451",164
"Mozilla/5.0 (Linux; Android 5.0; SM-G9006V Build/LRX21T; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/89.0.0.17.70;]","sm-g9006v",164
"Mozilla/5.0 (Linux; Android 4.4.2; SM-G906S Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","sm-g906s",164
"Mozilla/5.0 (Linux; Android 4.4.2; enjoy8 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","enjoy8",163
"Mozilla/5.0 (Linux; Android 4.4.2; H60-L04 Build/HDH60-L04) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","h60-l04",163
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G900T Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36","sm-g900t",163
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; Z41 Build/Z41) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","z41",163
"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-N900K/KKU0GPF1 Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36","sm-n900k/kku0gpf1",162
"Mozilla/5.0 (Linux; Android 5.0.1; HTC_M8x Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","htc_m8x",161
"Mozilla/5.0 (Linux; Android 4.4.2; H910 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","h910",160
"Mozilla/5.0 (Linux; Android 5.1; m3 note Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","m3 note",160
"Mozilla/5.0 (Linux; Android 4.4.2; LG-D958 Build/KOT49I.D95820d) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","lg d958",159
"Mozilla/5.0 (Linux; Android 6.0.1; LG-H845 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","lg h845",157
"Mozilla/5.0 (Linux; U; Android 4.3; th-th; Phicomm C230w Build/JLS36C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","phicomm c230w",157
"Mozilla/5.0 (Linux; Android 6.0.1; STV100-3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","stv100-3",157
"Mozilla/5.0 (Linux; Android 5.1; Y5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","y5",157
"Mozilla/5.0 (Linux; Android 5.1; A161 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Safari/537.36 [FB_IAB/FB4A;FBAV/87.0.0.17.79;]","a161",156
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; Alpha 3G S407 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","alpha 3g s407",156
"Mozilla/5.0 (Linux; Android 4.4.2; NEX START5 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","nex start5",156
"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-G9208 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36","sm-g9208",156
"Mozilla/5.0 (Linux; Android 4.4.2; N6_PLUS Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","n6_plus",155
"Mozilla/5.0 (Linux; Android 4.4.2; Fast Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.95 Mobile Safari/537.36","fast",154
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; i-STYLE2.1A Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-style2.1a",153
"Mozilla/5.0 (Linux; Android 5.1; LUXURY Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","luxury",153
"Mozilla/5.0 (Linux; Android 5.1; Modern S2 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/49.0.2623.105 Mobile Safari/537.36","modern s2",153
"Mozilla/5.0 (Linux; Android 5.0.1; SHV-E330K Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","shv-e330k",153
"Mozilla/5.0 (Linux; Android 4.4.2; VOYAGER2 DG310 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","voyager2 dg310",153
"Mozilla/5.0 (Linux; Android 5.1; EP13 VIRGO Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","ep13 virgo",152
"Mozilla/5.0 (Linux; Android 5.1; Pacific-ip6 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36","pacific-ip6",152
"Mozilla/5.0 (Linux; U; Android 5.0.2; th-th; SM-G9200 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","sm-g9200",152
"Mozilla/5.0 (Linux; Android 4.4.2; E1 Smile Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","e1 smile",151
"Mozilla/5.0 (Linux; U; Android 5.1; en-us; SM-G900 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","sm-g900",151
"Mozilla/5.0 (Linux; Android 4.4.4; SM-J110G Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","sm-j110g",151
"Mozilla/5.0 (Linux; Android 4.4.2; AD-573 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","ad-573",150
"Mozilla/5.0 (Linux; U; Android 4.1.2; th-th; GT-I8730 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 [FB_IAB/FB4A;FBAV/91.0.0.17.68;]","gt-i8730",150
"Mozilla/5.0 (Linux; Android 5.1; I459 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","i459",150
"Mozilla/5.0 (Linux; Android 4.1.2; SHV-E270K Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","shv-e270k",150
"Mozilla/5.0 (Linux; Android 4.4.2; B706 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Safari/537.36","b706",149
"Mozilla/5.0 (Linux; Android 4.4.2; iTAB705D Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.91 Safari/537.36","itab705d",149
"Mozilla/5.0 (Linux;U;Android 4.4.2;en-us;MALATA N501 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.4 Mobile Safari/534.30","malata n501",148
"Mozilla/5.0 (Linux; Android 4.2.2; B1-730HD Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.89 Safari/537.36","b1-730hd",147
"Mozilla/5.0 (Linux; Android 4.2.1; HUAWEI G610-U20 Build/HuaweiG610-U20) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","g610-u20",147
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; i-mobile_IQX_SLIM_IQ_1088 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","i-mobile_iqx_slim_iq_1088",147
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; ONE TOUCH 4033E Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.2 Mobile Safari/534.30","one touch 4033e",145
"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-G531F Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.3 Chrome/38.0.2125.102 Mobile Safari/537.36","sm-g531f",145
"Mozilla/5.0 (Linux; Android 4.4.2; HTC_Desire_620G_dual_sim Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","htc_desire_620g_dual_sim",144
"Mozilla/5.0 (Linux; Android 4.1.2; LG-E420 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.94 Mobile Safari/537.36","lg e420",144
"Mozilla/5.0 (Linux; Android 5.1; M9mini Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36","m9mini",144
"Mozilla/5.0 (Linux; Android 4.0.4; U7011 Build/IMM76D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.138 Mobile Safari/537.36","u7011",144
"Mozilla/5.0 (Linux; Android 4.4.2; B1-711 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Safari/537.36","b1-711",143
"Mozilla/5.0 (Linux; U; Android 4.2.2; th-th; lPHONE Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","lphone",143
"Mozilla/5.0 (Linux; Android 5.1; MAX PRO Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","max pro",143
"Mozilla/5.0 (Linux; Android 4.4.2; Tsunami Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","tsunami",143
"Mozilla/5.0 (Linux; U; Android 4.4.2; th-th; HTC_One_mini Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","htc_one_mini",141
"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 735) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537","lumia 735)",141
"Mozilla/5.0 (Linux; Android 5.1; null Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36","null",141
"Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG SHV-E300K/KTUGPE2 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36","shv-e300k/ktugpe2",141
"Mozilla/5.0 (Linux; Android 5.0.2; SM-A300F Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36","sm-a300f",141
"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-A300FU Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.3 Chrome/38.0.2125.102 Mobile Safari/537.36","sm-a300fu",141
"Mozilla/5.0 (Linux; Android 4.4.2; SMART_3.5_By..(Noy_Mobile) Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","smart_3.5_by..(noy_mobile)",141
"Mozilla/5.0 (Linux; Android 4.4.2; A806 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36","a806",140
"Mozilla/5.0 (Linux; Android 5.1.1; SM-A800YZ Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36","sm-a800yz",140
"Mozilla/5.0 (Linux; Android 6.0; Goals 4G Plus Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/92.0.0.16.72;]","goals 4g plus",139
"Mozilla/5.0 (Linux; Android 5.1; MZ-m3 note Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.2454.94 Mobile Safari/537.36","mz-m3 note",139
